orig_depth,orig_direction,orig_max,orig_mean,orig_median,orig_min,orig_origin,orig_size,orig_spacing,orig_std,path
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16366,6431.137102529935,7145.0,0,"(0.0, 0.0, 0.0)","(2022, 2022, 2)","(1.0, 1.0, 1.0)",4009.6366974738803,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0099/01-01-2000-39142/3000989-84905
194,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-769.2723285242454,-829.0,-2048,"(-208.3000030517578, -178.8000030517578, -251.0)","(512, 512, 194)","(0.78125, 0.78125, 1.25)",794.1998562910877,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0099/01-01-2000-16145/3000655-53237
145,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-905.7651185660527,-963.0,-2048,"(-200.0, -181.3000030517578, -359.5)","(512, 512, 145)","(0.78125, 0.78125, 2.5)",745.7048826642431,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0007/01-01-2000-81781/3000631-57680
4,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16382,7954.492344289472,8452.0,3,"(0.0, 0.0, 0.0)","(2022, 2022, 4)","(1.0, 1.0, 1.0)",4186.761477848281,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0007/01-01-2000-08604/3000981-87749
115,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3001,-650.850447248376,-118.0,-2048,"(-189.0625, -182.0312042236328, 1280.5)","(512, 512, 115)","(0.72, 0.72, 3.0)",817.58752440988,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-1008/01-01-2000-10827/5491-53182
277,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1121.8239169620003,-973.0,-3024,"(-235.0, -220.0, -320.0)","(512, 512, 277)","(0.917969, 0.917969, 1.25)",1070.4201592224238,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0121/01-01-2000-41529/3000776-23312
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",32767,16583.519750315416,17317.0,0,"(0.0, 0.0, 0.0)","(2444, 2706, 1)","(1.0, 1.0, 1.0)",7302.467880273418,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0121/01-01-2000-60117/3001609-11649
220,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",3071,-996.8946842366998,-855.0,-3024,"(145.3000030517578, 180.0, -308.25)","(512, 512, 220)","(0.703125, 0.703125, 1.25)",1147.311839929676,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0785/01-01-2000-CT GUIDED LUNG BIOPSY-55324/2-26689
141,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-815.7734336582481,-914.0,-2048,"(-213.0, -210.0, -382.25)","(512, 512, 141)","(0.820312, 0.820312, 2.5)",782.2564488624918,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0209/01-01-2000-CT CAP-23334/4-56843
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",15228,7886.339133771833,8081.0,287,"(0.0, 0.0, 0.0)","(2022, 2022, 1)","(1.0, 1.0, 1.0)",2718.2279449459975,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0209/01-01-2000-CHEST PA  LATERAL-93255/7337-94630
368,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-561.1610287790713,-879.0,-1024,"(-168.1884765625, -297.1884765625, 37.5)","(512, 512, 368)","(0.623046875, 0.623046875, 1.0)",505.9852811889463,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0141/01-01-2000-68360/5606-ThorRoutine  2.0  B70f-83786
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3017,1895.4816865119053,1932.0,0,"(0.0, 0.0, 0.0)","(2846, 2779, 1)","(0.143, 0.143, 1.0)",473.11872522994054,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0141/01-01-2000-85720/5605-W Chest PA-86448
115,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",22858,-678.8819595668626,-251.0,-2048,"(-191.4062042236328, -184.375, 1367.5)","(512, 512, 115)","(0.729, 0.729, 3.0)",814.5577704435541,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0750/01-01-2000-89670/5438-24063
65,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2814,-439.10679291945235,-125.0,-1024,"(-198.61328125, -357.61328125, -399.0)","(512, 512, 65)","(0.7734375, 0.7734375, 5.0)",484.2190851307052,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0957/01-01-2000-82159/5434-CAP  5.0  B30s-51463
225,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2264,-928.6560483635797,-749.0,-3024,"(-153.60000610351562, -167.1999969482422, -295.70001220703125)","(512, 512, 225)","(0.636719, 0.636719, 1.25)",1165.1210960942558,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0782/01-01-2000-CT CHEST O CONTR-03300/2-96098
545,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1830,-950.8117118415482,-812.0,-3024,"(-175.3000030517578, -159.8000030517578, -314.75)","(512, 512, 545)","(0.703125, 0.703125, 0.625)",1159.5451728787539,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0941/01-01-2000-CT THORAX WO IV CONTRA-47268/32210-Recon 2 ACRIN LARGE-57753
535,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2112,-981.9746431653745,-878.0,-3024,"(-179.3000030517578, -191.3000030517578, -343.20001220703125)","(512, 512, 535)","(0.664062, 0.664062, 0.625)",1147.9963078296219,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0491/01-01-2000-20171/30324-97798
633,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2187,-491.8227014406032,-803.0,-1024,"(-139.2294921875, -268.2294921875, -344.5)","(512, 512, 633)","(0.541015625, 0.541015625, 0.5)",490.62401674878043,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0606/01-01-2000-89281/3617-NLST0.6 B30f-38609
205,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",3071,-947.8725700378418,-795.0,-3024,"(167.1999969482422, 155.0, -307.25)","(512, 512, 205)","(0.605469, 0.605469, 1.25)",1167.9799159811262,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0415/01-01-2000-CT GUIDED LUNG BIOPSY-71720/2-97221
295,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1887,-430.37241914393536,-131.0,-1000,"(-161.5, -39.5, -656.0)","(512, 512, 295)","(0.681640625, 0.681640625, 1.0)",484.2685318286056,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0703/01-01-2000-47041/30039-13686
251,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-847.7697935522315,-910.0,-2048,"(-218.3000030517578, -210.0, -369.25)","(512, 512, 251)","(0.820312, 0.820312, 1.25)",758.9344620512007,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0161/01-01-2000-CT ANGIO CHEST WWO C-27934/2-BOTTOM TO TOP-24767
146,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2842,-979.8347430555788,-874.0,-3024,"(-186.6999969482422, -202.5, -415.30999755859375)","(512, 512, 146)","(0.732422, 0.732422, 2.5)",1153.844051932117,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0764/01-01-2000-CT LUNG SCREEN-05419/26904
131,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1345,-547.6804062937962,-877.0,-1024,"(-198.1396484375, -337.1396484375, -404.5)","(512, 512, 131)","(0.720703125, 0.720703125, 3.0)",471.32246835320916,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0347/01-01-2000-83846/5403-ChestRoutine  3.0  B31f-32549
175,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-568.5284113856725,-900.0,-1024,"(-125.74609375, -262.74609375, -316.20001220703125)","(512, 512, 175)","(0.5078125, 0.5078125, 1.800018310546875)",487.42636381618337,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0294/01-01-2000-44453/3000019-39846
266,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-431.52437921394977,-167.0,-1000,"(-191.4016876220703, -39.40168762207031, -727.5)","(512, 512, 266)","(0.66796875, 0.66796875, 1.0)",498.32353036101375,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0875/01-01-2000-92135/30034-78531
240,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-916.5065007686615,-691.0,-3024,"(-176.8000030517578, -148.0, -305.8900146484375)","(512, 512, 240)","(0.664062, 0.664062, 1.25)",1194.0911796976259,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0361/01-01-2000-CT LUNG SCREEN-78342/03329
491,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2038,-405.6169998029099,-142.0,-1024,"(-173.66796875, -320.66796875, -428.5)","(512, 512, 491)","(0.6640625, 0.6640625, 0.70001220703125)",465.81410590092094,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0463/01-01-2000-54542/1695-NLST TLC VOL B30F-34766
116,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-404.7556737373615,-113.0,-1024,"(-173.666015625, -353.666015625, -378.5)","(512, 512, 116)","(0.66796875, 0.66796875, 3.0)",489.04620958452557,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0713/01-01-2000-75833/5183-ThoraxRoutine  3.0  B31s-15582
477,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-890.2320484185369,-258.0,-3024,"(-194.8000030517578, -200.0, -324.0050048828125)","(512, 512, 477)","(0.78125, 0.78125, 0.625)",1178.692250048389,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0867/01-01-2000-52310/30337-41831
445,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-965.9235520695032,-865.0,-3024,"(-170.1999969482422, -150.5, -248.11500549316406)","(512, 512, 445)","(0.644531, 0.644531, 0.625)",1150.3568892055046,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0385/01-01-2000-CHEST-52204/30956-Recon 2 LOW DOSE THROUGH LUNGS-09785
108,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-571.621587506047,-850.0,-1024,"(-163.685546875, -291.685546875, -331.0)","(512, 512, 108)","(0.62890625, 0.62890625, 3.0)",479.4671424409996,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0390/01-01-2000-10441/5437-Routine Chest  3.0  B31s-70915
131,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2047,-929.6105911021924,-779.0,-3024,"(-196.3000030517578, -197.8000030517578, -360.2099914550781)","(512, 512, 131)","(0.742188, 0.742188, 2.5)",1168.661231917498,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0693/01-01-2000-CT LUNG SCREEN-13242/72830
131,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-782.5973698856267,-900.0,-2048,"(-177.10000610351562, -200.0, -304.25)","(512, 512, 131)","(0.722656, 0.722656, 2.5)",793.2934100444397,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0256/01-01-2000-CT  CAP  WO CONT-35073/4-Recon 3 C-A-P-08658
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",843,354.3356532763381,389.0,0,"(0.0, 0.0, 0.0)","(1760, 2140, 2)","(0.2, 0.2, 1.0)",211.9291766260726,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0104/01-01-2000-06046/5596-86789
105,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",5705,-834.728020004999,-904.0,-2048,"(-163.2812042236328, -150.7812042236328, 1363.0)","(512, 512, 105)","(0.644, 0.644, 3.0)",767.1578822729267,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0104/01-01-2000-16722/5597-08531
115,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1432,-377.40117612092394,-113.0,-1024,"(-142.673828125, -326.673828125, 56.0)","(512, 512, 115)","(0.65234375, 0.65234375, 3.0)",456.5737721627717,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0861/01-01-2000-45821/5505-ThoraxRoutine  3.0  B31s-22049
348,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-345.63285315721885,-126.0,-1024,"(-164.1826171875, -319.1826171875, -372.0)","(512, 512, 348)","(0.634765625, 0.634765625, 1.0)",453.29688878536143,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0546/01-01-2000-72276/5758-ChestRoutine  2.0  B70f-17281
290,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-547.9553603731352,-867.0,-1000,"(-179.5, -15.5, -787.7999877929688)","(512, 512, 290)","(0.662109375, 0.662109375, 1.0)",517.9903515202288,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0893/01-01-2000-98227/30028-64804
104,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3573,-680.7232701228215,-156.0,-2048,"(-192.9687042236328, -200.7812042236328, 1399.5)","(512, 512, 104)","(0.741, 0.741, 3.0)",821.8710582688608,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0980/01-01-2000-26562/3152-20813
285,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-505.73027655618233,-811.0,-1000,"(-193.5, -4.5, -890.5999755859375)","(512, 512, 285)","(0.748046875, 0.748046875, 1.0)",496.5285178126559,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0338/01-01-2000-92104/30059-96708
308,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-455.1056578004515,-169.0,-1024,"(-157.70703125, -299.70703125, -319.5)","(512, 512, 308)","(0.5859375, 0.5859375, 1.0)",470.59112693438146,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0424/01-01-2000-76209/3000682-83763
206,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1666,-443.53780976082516,-168.0,-1024,"(-167.6484375, -354.6484375, -401.0)","(512, 512, 206)","(0.703125, 0.703125, 1.79998779296875)",485.26323756723474,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0304/01-01-2000-20516/3000040-28684
111,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3352,-814.4161609958958,-873.0,-2048,"(-157.0312042236328, -132.0312042236328, 1315.5)","(512, 512, 111)","(0.582, 0.582, 3.0)",782.8204677208969,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0310/01-01-2000-21179/5484-08673
119,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",4458,-806.5957447340509,-904.0,-2048,"(-161.7187042236328, -175.7812042236328, 1323.5)","(512, 512, 119)","(0.64, 0.64, 3.0)",784.3743336686134,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0892/01-01-2000-32452/5916-63106
120,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1953,-944.9922602653503,-829.0,-3024,"(-151.89999389648438, -118.5, -325.57000732421875)","(512, 512, 120)","(0.556641, 0.556641, 2.5)",1161.4529634069174,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0544/01-01-2000-CT LUNG SCREEN-92547/31442
350,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-425.10858158656526,-147.0,-1000,"(-161.66343688964844, 49.40424346923828, -818.300048828125)","(512, 512, 350)","(0.54296875, 0.54296875, 1.0)",501.9793944055851,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0558/01-01-2000-43644/30010-92603
123,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",13291,-742.7867596013759,-807.0,-2349,"(-215.82029724121094, -239.25779724121094, 1376.5)","(512, 512, 123)","(0.877, 0.877, 3.0)",806.143878111765,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0518/01-01-2000-43861/5922-53685
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-774.3246837128374,-893.0,-2048,"(-210.0, -200.0, -353.25)","(512, 512, 133)","(0.78125, 0.78125, 2.5)",796.8288066143754,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0054/01-01-2000-05483/3000565-60291
483,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1964,-508.4896019882297,-860.0,-1024,"(-168.69140625, -306.69140625, 872.0)","(512, 512, 483)","(0.6171875, 0.6171875, 0.70001220703125)",497.4567446475279,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0557/01-01-2000-65836/1854-NLST TLC VOL B30F-00950
258,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-882.3214094916056,-413.0,-3024,"(-161.1999969482422, -176.1999969482422, -284.760009765625)","(512, 512, 258)","(0.664062, 0.664062, 1.25)",1189.8698016174976,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0377/01-01-2000-CHEST-47002/30970-38925
150,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1433,-797.0059195963541,-886.0,-2048,"(-217.8000030517578, -210.0, -389.0)","(512, 512, 150)","(0.820312, 0.820312, 2.5)",764.8383589223182,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0267/01-01-2000-CT THORAX WO CONTRAST-75468/2-CHEST-23992
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-702.9537943789834,-780.0,-2048,"(-191.1999969482422, -152.89999389648438, -378.0)","(512, 512, 133)","(0.722656, 0.722656, 2.5)",824.781194444289,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0588/01-01-2000-CT THORAX WCONTRAST-44257/3-90929
260,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-920.8204069577731,-683.0,-3024,"(-161.6999969482422, -143.0, -359.55999755859375)","(512, 512, 260)","(0.615234, 0.615234, 1.25)",1182.1432072248303,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0555/01-01-2000-CT LUNG SCREEN-71520/51579
250,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-580.1786981811523,-884.0,-1000,"(-225.650634765625, -75.80127716064453, -666.5999755859375)","(512, 512, 250)","(0.833984375, 0.833984375, 1.0)",476.7557220697507,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0508/01-01-2000-44650/30076-74930
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",15265,7315.794067189697,7691.0,256,"(0.0, 0.0, 0.0)","(2022, 2022, 1)","(1.0, 1.0, 1.0)",3016.0698389420563,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0229/01-01-2000-CHEST PA  LATERAL-39252/28019-87171
141,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-840.8547905184698,-929.0,-2048,"(-195.0, -195.0, -378.0)","(512, 512, 141)","(0.761719, 0.761719, 2.5)",766.936099621287,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0229/01-01-2000-CT THORAX WO CONTRAST-80989/4-59845
246,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-887.0346281625391,-968.0,-2048,"(-207.10000610351562, -220.0, -316.25)","(512, 512, 246)","(0.859375, 0.859375, 1.25)",746.0875259125276,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0192/01-01-2000-CT ANGIO CHEST NON-CO-91976/2-BOTTOM TO TOP-47734
149,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-741.2530675542434,-829.0,-2048,"(-212.89999389648438, -218.60000610351562, -383.75)","(512, 512, 149)","(0.78125, 0.78125, 2.5)",798.0195092252992,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0772/01-01-2000-CT THORAX WCONTRAST-65479/2-CHEST-15800
477,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1763,-909.3561318355536,-663.0,-3024,"(-180.0, -151.0, -310.25)","(512, 512, 477)","(0.703125, 0.703125, 0.625)",1172.9915214297669,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0902/01-01-2000-CT THORAX WO IV CONTRA-88115/32242-Recon 2 ACRIN LARGE-44907
144,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1605,-871.8094728522831,-131.0,-3024,"(-169.39999389648438, -141.3000030517578, -273.80499267578125)","(512, 512, 144)","(0.625, 0.625, 2.0)",1179.8174621005787,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0695/01-01-2000-CHEST-00434/31035-95397
124,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2102,-927.5338067700786,-787.0,-3024,"(-148.60000610351562, -159.5, -342.9800109863281)","(512, 512, 124)","(0.623047, 0.623047, 2.5)",1172.1505336627583,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0716/01-01-2000-CT LUNG SCREEN-44121/24702
135,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3063,-571.9773383811668,-855.0,-1024,"(-189.64453125, -341.64453125, -431.0)","(512, 512, 135)","(0.7109375, 0.7109375, 3.0)",484.99708717056376,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0958/01-01-2000-57356/5492-ThoraxRoutine  3.0  B31s-57973
268,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1015.4547412786911,-874.0,-3024,"(-183.60000610351562, -207.39999389648438, -325.75)","(512, 512, 268)","(0.703125, 0.703125, 1.25)",1125.0137147727637,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0408/01-01-2000-CT CHEST O CONTR-89975/2-98037
127,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-428.05869521493986,-125.0,-1024,"(-179.666015625, -319.666015625, -412.0)","(512, 512, 127)","(0.66796875, 0.66796875, 3.0)",490.33734263241837,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0534/01-01-2000-89315/5473-ThoraxRoutine  3.0  B31s-95151
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3266,2306.5806526521187,2403.0,0,"(0.0, 0.0, 0.0)","(2890, 2855, 1)","(0.143, 0.143, 1.0)",485.4730363412501,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0086/01-01-2000-20589/5603-W Chest PA-60852
246,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-482.59856072092447,-578.0,-1024,"(-188.1298828125, -360.1298828125, -423.0)","(512, 512, 246)","(0.740234375, 0.740234375, 1.5)",474.88798785197844,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0086/01-01-2000-47717/5604-TAA  3.0  B30f-44879
270,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-486.0442018014413,-707.0,-1000,"(-210.0, 18.0, -697.0999755859375)","(512, 512, 270)","(0.671875, 0.671875, 1.0)",481.0654122091937,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0888/01-01-2000-11473/30015-35761
280,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-567.3913556916373,-939.0,-1000,"(-222.5, -87.5, -576.7000122070312)","(512, 512, 280)","(0.830078125, 0.830078125, 1.0)",502.21713791396564,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0766/01-01-2000-1-05661/30030-34217
249,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-977.5663797462801,-861.0,-3024,"(-215.8000030517578, -167.6999969482422, -306.75)","(512, 512, 249)","(0.804688, 0.804688, 1.25)",1152.7091533084802,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0215/01-01-2000-CT CHEST W CONT-20306/100-47868
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2284,1275.7627318253246,1338.0,0,"(0.0, 0.0, 0.0)","(2021, 2002, 1)","(1.0, 1.0, 1.0)",197.15076199858777,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0215/01-01-2000-CHEST PA - LAT-43257/22039-04281
513,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1758,-960.7763148971468,-846.0,-3024,"(-167.10000610351562, -190.0, -303.80499267578125)","(512, 512, 513)","(0.742188, 0.742188, 0.625)",1147.784912573888,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0895/01-01-2000-16755/30754-60826
312,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-407.03778495544043,-132.0,-1024,"(-162.66796875, -319.66796875, -349.0)","(512, 512, 312)","(0.6640625, 0.6640625, 1.0)",475.7265695667501,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-1005/01-01-2000-59955/3000657-15191
